time,open,high,low,close,Wk POC,Wk VAH,Wk VAL,Mo POC,Mo VAH,Mo VAL,Active SL,Active TP2,Active TP1,Active TP3,Sell SL,Sell TP2,Sell TP1,Sell TP3,Bull Divergence,Bear Div Warning
1783962000,1.33636,1.33666,1.33426,1.33464,,,,1.3348259500000001,1.3409978,1.3337779,,,,,,,,,0,0
1783976400,1.33556,1.33588,1.33424,1.33516,1.33816675,1.3402865000000002,1.3368115,1.3348259500000001,1.3409978,1.3337779,,,,,,,,,0,0
1783990800,1.33514,1.33644,1.33508,1.33594,1.33816675,1.3402865000000002,1.3361165000000002,1.33505885,1.3407649000000001,1.3337779,,,,,,,,,0,0
1784005200,1.33593,1.33765,1.33514,1.33748,1.33573425,1.3387575,1.335074,1.33505885,1.3407649000000001,1.3337779,,,,,,,,,0,0
1784019600,1.33752,1.34438,1.33662,1.34094,1.3381439,1.340324,1.3358624000000001,1.33505885,1.3407649000000001,1.3337779,,,,,,,,,0,0
1784034000,1.34094,1.34232,1.33757,1.3389,1.3381439,1.340324,1.335761,1.33505885,1.3409978,1.3340108000000002,,,,,,,,,0,0
1784048400,1.3389,1.33922,1.33682,1.33914,1.3381439,1.340324,1.3358624000000001,1.33505885,1.3409978,1.3340108000000002,,,,,,,,,0,0
1784062800,1.33864,1.34044,1.33802,1.34033,1.3381439,1.340324,1.3359638,1.33505885,1.3409978,1.3340108000000002,,,,,,,,,0,0
1784077200,1.34032,1.34095,1.33986,1.34026,1.3381439,1.3410338,1.3364708,1.33505885,1.3407649000000001,1.3340108000000002,,,,,,,,,0,0
1784091600,1.34027,1.34201,1.33912,1.33966,1.3381439,1.3411351999999999,1.3365722,1.33505885,1.3409978,1.3340108000000002,,,,,,,,,0,0
1784106000,1.33967,1.34302,1.33806,1.34282,1.3381439,1.3412366,1.3365722,1.33505885,1.3409978,1.3340108000000002,,,,,,,,,0,0
1784120400,1.34285,1.35284,1.34219,1.35258,1.3382390000000002,1.3413080000000002,1.3361,1.3350495,1.3410828000000001,1.3339666000000001,,,,,,,,,0,0
1784134800,1.35261,1.35582,1.35258,1.3539,1.3382323,1.3411456000000002,1.3355348,1.3352984,1.3412344,1.333772,,,,,,,,,0,0
1784149200,1.35366,1.35446,1.35274,1.35338,1.3382323,1.3411456000000002,1.3353190000000001,1.3352984,1.3412344,1.333772,,,,,,,,,0,0
1784163600,1.35341,1.3538,1.35198,1.35326,1.3382323,1.3411456000000002,1.3351032,1.3352984,1.3415736,1.333772,,,,,,,,,0,0
1784178000,1.35327,1.35425,1.3519,1.35208,1.3382323,1.3413614,1.3348874000000002,1.3352984,1.3415736,1.333772,,,,,,,,,0,0
1784192400,1.35208,1.35212,1.34938,1.34976,1.3382323,1.3420088000000001,1.3348874000000002,1.3352984,1.3419128,1.333772,,,,,,,,,0,0
1784206800,1.34978,1.35174,1.34654,1.3466,1.3382323,1.3424404,1.33424,1.3352984,1.342252,1.333772,,,,,,,,,0,0
1784221200,1.3466,1.34803,1.34597,1.34793,1.3382323,1.3433036,1.33424,1.3352984,1.3425912,1.333772,,,,,,,,,0,0
1784235600,1.34784,1.34814,1.34696,1.34772,1.3382323,1.3439510000000001,1.33424,1.3352984,1.3425912,1.333772,,,,,,,,,0,0
1784250000,1.34772,1.34799,1.34572,1.3459,1.3382323,1.3463248,1.33424,1.3352984,1.3425912,1.3334328,,,,,,,,,0,0
1784264400,1.34592,1.34809,1.34421,1.34432,1.3382323,1.3465406,1.33424,1.3352984,1.3429304,1.3334328,,,,,,,,,0,0
1784278800,1.34432,1.34468,1.34262,1.34316,1.3382323,1.346109,1.33424,1.3352984,1.3432696,1.3334328,,,,,,,,,0,0
1784293200,1.34316,1.3456,1.34283,1.3456,1.3382323,1.346109,1.3348874000000002,1.3352984,1.3439480000000001,1.333772,,,,,,,,,0,0
1784307600,1.34563,1.34602,1.3451,1.34522,1.3382323,1.346109,1.3348874000000002,1.3352984,1.3439480000000001,1.333772,,,,,,,,,0,0
1784494800,1.34489,1.3452,1.34389,1.34509,,,,1.3352984,1.3439480000000001,1.3334328,,,,,,,,,0,0
1784509200,1.34512,1.3468,1.34486,1.34664,,,,1.3352984,1.3439480000000001,1.3334328,,,,,,,,,0,0
1784523600,1.34664,1.34814,1.34576,1.34696,,,,1.3352984,1.3442872000000001,1.3334328,,,,,,,,,0,0
1784538000,1.34697,1.34788,1.34484,1.34549,,,,1.3352984,1.3446264,1.3334328,,,,,,,,,0,0
1784552400,1.3455,1.34588,1.34126,1.34204,,,,1.3352984,1.3449656,1.333772,,,,,,,,,0,0
1784566800,1.34206,1.34397,1.3419,1.34306,,,,1.3352984,1.3449656,1.333772,,,,,,,,,0,0
1784581200,1.34345,1.34352,1.34224,1.34314,1.3457663999999998,1.3479336,1.3438743999999998,1.3352984,1.3449656,1.333772,,,,,,,,,0,0
1784595600,1.34316,1.34408,1.34294,1.34402,1.3439088,1.3462135999999998,1.3422231999999998,1.3352984,1.3449656,1.333772,,,,,,,,,0,0
1784610000,1.34404,1.34557,1.34272,1.34292,1.3439088,1.3463512,1.3427048,1.3352984,1.3449656,1.333772,,,,,,,,,0,0
1784624400,1.34292,1.3434,1.33822,1.33889,1.342932,1.3462551999999999,1.342188,1.3352984,1.3446264,1.333772,,,,,,,,,0,0
1784638800,1.33888,1.33992,1.33594,1.33826,1.342955,1.3470419999999999,1.3421619999999999,1.3352984,1.3446264,1.333772,,,,,,,,,0,0
1784653200,1.33826,1.33875,1.33739,1.33751,1.342955,1.34753,1.3421619999999999,1.3352984,1.3446264,1.333772,,,,,,,,,0,0
1784667600,1.33748,1.33872,1.3372,1.33852,1.342955,1.347896,1.341918,1.3352984,1.3446264,1.333772,,,,,,,,,0,0
1784682000,1.33852,1.339,1.33796,1.33839,1.342955,1.34814,1.3404539999999998,1.3352984,1.3442872000000001,1.333772,,,,,,,,,0,0
1784696400,1.3384,1.33954,1.33694,1.33738,1.3381969999999999,1.3446019999999999,1.33594,1.3383512,1.3442872000000001,1.333772,,,,,,,,,0,0
1784710800,1.33735,1.3375,1.33546,1.33592,1.3381862,1.3442091999999999,1.33546,1.3352984,1.3442872000000001,1.333772,,,,,,,,,0,0
1784725200,1.33592,1.33908,1.33591,1.33731,1.3381862,1.3439556,1.33546,1.3352984,1.3439480000000001,1.333772,,,,,,,,,0,0
1784739600,1.3373,1.33772,1.33687,1.33756,1.3374254,1.3439556,1.33546,1.3352984,1.3439480000000001,1.333772,,,,,,,,,0,0
1784754000,1.33781,1.33818,1.33674,1.33812,1.3374254,1.3438288,1.33546,1.3352984,1.3439480000000001,1.333772,,,,,,,,,0,0
1784768400,1.33814,1.33934,1.33799,1.3387,1.3381862,1.343702,1.33546,1.3383512,1.3439480000000001,1.333772,,,,,,,,,0,0
1784782800,1.3387,1.33911,1.3361,1.33686,1.3381862,1.3434484,1.33546,1.3383512,1.3439480000000001,1.333772,,,,,,,,,0,0
1784797200,1.33686,1.33776,1.3335,1.33424,1.3379652,1.3433088,1.3335,1.3383512,1.3439480000000001,1.333772,,,,,,,,,0,0
1784811600,1.33426,1.33448,1.3299,1.33238,1.3381992,1.3430328,1.3299,1.3383512,1.3439480000000001,1.333772,,,,,,,,,0,0
1784826000,1.33238,1.33248,1.33115,1.33144,1.3381992,1.3428503999999999,1.3299,1.3383512,1.3442872000000001,1.333772,,,,,,,,,0,0
1784840400,1.33172,1.33246,1.33079,1.33246,1.3381992,1.3428503999999999,1.3299,1.3383512,1.3442872000000001,1.333772,,,,,,,,,0,0
1784854800,1.33248,1.33268,1.33065,1.33105,1.3381992,1.342668,1.3299,1.3383512,1.3442872000000001,1.333772,,,,,,,,,0,0
1784869200,1.33107,1.33444,1.33084,1.33213,1.3381992,1.3423032,1.3299,1.3383512,1.3442872000000001,1.3334328,,,,,,,,,0,0
1784883600,1.33212,1.33288,1.33059,1.33101,1.3381992,1.3419383999999999,1.3299,1.3383512,1.3442872000000001,1.3334328,,,,,,,,,0,0
1784898000,1.33099,1.33491,1.3306,1.33326,1.3381992,1.3404791999999999,1.3299,1.3383512,1.3446264,1.3334328,,,,,,,,,0,0
1784912400,1.33326,1.33328,1.33168,1.33239,1.3381992,1.339932,1.3300824,1.3383512,1.3446264,1.3334328,,,,,,,,,0,0
1785099600,1.33478,1.33632,1.3333,1.33511,,,,1.3383512,1.3442872000000001,1.3330936,,,,,,,,,0,0
1785114000,1.3351,1.33637,1.335,1.3351,,,,1.3352984,1.3442872000000001,1.3330936,,,,,,,,,0,0
1785128400,1.3351,1.33612,1.33308,1.33378,,,,1.3352984,1.3442872000000001,1.3334328,,,,,,,,,0,0
1785142800,1.33378,1.33411,1.33044,1.33138,,,,1.3352984,1.3442872000000001,1.3330936,,,,,,,,,0,0
1785157200,1.33138,1.33212,1.32993,1.33032,,,,1.3352984,1.3442872000000001,1.3327544,,,,,,,,,0,0
1785171600,1.33034,1.33034,1.32845,1.32882,,,,1.3352984,1.3442872000000001,1.3327544,,,,,,,,,0,0
1785186000,1.32881,1.33012,1.32836,1.3293,1.33496825,1.33637,1.3309232,1.3352984,1.3442872000000001,1.3327544,,,,,,,,,0,0
1785200400,1.32932,1.33044,1.32898,1.32941,1.32992195,1.3341272,1.32836,1.3352984,1.3442872000000001,1.3324152,,,,,,,,,0,0
1785214800,1.3294,1.33053,1.32857,1.33028,1.32992195,1.3338068,1.32836,1.3352984,1.3442872000000001,1.3324152,,,,,,,,,0,0
1785229200,1.33028,1.33032,1.32735,1.32978,1.3299207,1.3333934,1.32735,1.3352984,1.3442872000000001,1.332076,,,,,,,,,0,0
1785243600,1.32978,1.33112,1.32857,1.33013,1.3299207,1.3324914,1.32735,1.3352984,1.3442872000000001,1.332076,,,,,,,,,0,0
1785258000,1.33014,1.33059,1.32867,1.32894,1.3299207,1.3321306,1.3275304,1.3352984,1.3442872000000001,1.3317368,,,,,,,,,0,0
1785272400,1.32895,1.32958,1.32808,1.32925,1.3299207,1.3321306,1.3280716000000001,1.3352984,1.3442872000000001,1.3317368,,,,,,,,,0,0
1785286800,1.32926,1.33015,1.32818,1.32978,1.3299207,1.33186,1.3281618,1.3352984,1.3442872000000001,1.3313976,,,,,,,,,0,0
1785301200,1.32978,1.33092,1.32948,1.3306,1.3299207,1.3315894000000001,1.3281618,1.3352984,1.3442872000000001,1.3313976,,,,,,,,,0,0
1785315600,1.33059,1.3306,1.32789,1.3284,1.3299207,1.3313188,1.3280716000000001,1.3352984,1.3442872000000001,1.3310584,,,,,,,,,1,0
1785330000,1.3284,1.33044,1.32799,1.32889,1.3299207,1.3310482000000001,1.3280716000000001,1.3352984,1.3442872000000001,1.3310584,,,,,,,,,1,0
1785344400,1.3289,1.33874,1.32878,1.3367,1.32991275,1.331906,1.3280334,1.3352984,1.3442872000000001,1.3310584,,,,,,,,,0,0
1785358800,1.33692,1.33757,1.3353,1.33553,1.32991275,1.3328172,1.3278056,1.3352984,1.3442872000000001,1.3310584,,,,,,,,,0,0
1785373200,1.33554,1.33593,1.33418,1.33444,1.32991275,1.3336145,1.3278056,1.3352984,1.3442872000000001,1.3310584,,,,,,,,,0,0
1785387600,1.33444,1.33622,1.3333,1.33559,1.32991275,1.3340701,1.3278056,1.3352984,1.3442872000000001,1.3313976,,,,,,,,,0,0
1785402000,1.33558,1.3407,1.33557,1.33714,1.32995325,1.334826,1.327884,1.3352984,1.3442872000000001,1.3313976,,,,,,,,,0,0
1785416400,1.33714,1.34706,1.33671,1.34648,1.33001085,1.3358253,1.3277442,1.3352984,1.3442872000000001,1.3313976,,,,,,,,,0,0
1785430800,1.34648,1.34768,1.34546,1.34644,1.32989125,1.3358886,1.3277566,1.3352984,1.3442872000000001,1.3313976,,,,,,,,,0,0
1785445200,1.34674,1.34711,1.3453,1.34585,1.32989125,1.3360919,1.3277566,1.3352984,1.3442872000000001,1.3310584,,,,,,,,,0,0
1785459600,1.34584,1.3463,1.34422,1.34458,1.32989125,1.3364985,1.3277566,1.3352984,1.3463224,1.3330936,,,,,,,,,0,0
1785474000,1.34459,1.34645,1.34353,1.34592,1.32989125,1.3373117,1.3277566,1.3352984,1.3463224,1.3330936,,,,,,,,,0,0
1785488400,1.34592,1.34682,1.34148,1.34208,1.32989125,1.3381249,1.3277566,1.3352984,1.3463224,1.3334328,,,,,,,,,0,0
1785502800,1.34207,1.34728,1.34003,1.34648,1.32989125,1.3401579,1.3277566,1.3352984,1.3463224,1.3334328,,,,,,,,,0,0
1785517200,1.34648,1.34954,1.34647,1.34836,1.32990185,1.3415516,1.3277938,1.3352984,1.3466616,1.3334328,,,,,,,,,0,0
1785704400,1.34946,1.35065,1.34826,1.34874,,,,1.34827195,1.3499090999999999,1.34826,,,,,,,,,0,0
1785718800,1.34874,1.34916,1.34642,1.34722,,,,1.34826005,1.3491695,1.3465468999999999,,,,,,,,,0,0
1785733200,1.34721,1.3478,1.3453,1.34548,,,,1.34639675,1.3487239999999998,1.3453,,,,,,,,,0,0
1785747600,1.34546,1.34712,1.34481,1.34642,,,,1.346416,1.348314,1.34481,1.3267429315550854,1.385774136889829,1.3660970684449145,1.4054512053347437,,,,,0,0
1785762000,1.34642,1.34672,1.34226,1.34254,,,,1.34641305,1.3487202999999999,1.344777,1.3267429315550854,1.385774136889829,1.3660970684449145,1.4054512053347437,,,,,0,0
1785776400,1.34255,1.34346,1.34176,1.34333,,,,1.34642725,1.3492275999999999,1.3447826,1.3267429315550854,1.385774136889829,1.3660970684449145,1.4054512053347437,,,,,0,0
1785790800,1.34298,1.34334,1.34241,1.34244,1.34642725,1.3501166,1.3447826,1.34642725,1.3501166,1.3447826,1.3267429315550854,1.385774136889829,1.3660970684449145,1.4054512053347437,,,,,0,0
1785805200,1.34245,1.34334,1.34202,1.3426,1.34242675,1.3470051,1.34176,1.34242675,1.3470051,1.34176,1.3267429315550854,1.385774136889829,1.3660970684449145,1.4054512053347437,,,,,0,0
