time,open,high,low,close,Wk POC,Wk VAH,Wk VAL,Mo POC,Mo VAH,Mo VAL,Active SL,Active TP2,Active TP1,Active TP3,Sell SL,Sell TP2,Sell TP1,Sell TP3,Bull Divergence,Bear Div Warning
1783962000,1.61135,1.61186,1.61056,1.61106,,,,1.6195732,1.6222528,1.6141328,,,,,,,,,0,0
1783976400,1.61117,1.61184,1.61039,1.61068,1.61442485,1.6175146,1.6135888,1.61949755,1.6222052,1.6138360999999999,,,,,,,,,0,0
1783990800,1.61068,1.61102,1.60944,1.60962,1.6144953,1.61766,1.6115772,1.6199428,1.62246,1.61378,,,,,,,,,0,0
1784005200,1.60962,1.61024,1.60644,1.60644,1.6144623,1.61766,1.6108158000000001,1.6201830000000002,1.6229316,1.613566,,,,,,,,,0,0
1784019600,1.60646,1.61278,1.6051,1.61077,1.6144572000000001,1.61766,1.6105008,1.6201815,1.623545,1.61378,,,,,,,,,0,0
1784034000,1.6108,1.61126,1.6071,1.60726,1.6144572000000001,1.61766,1.610124,1.6201815,1.623979,1.61378,,,,,,,,,0,0
1784048400,1.60726,1.60772,1.6054,1.60572,1.6144572000000001,1.61766,1.6097472,1.6201815,1.623979,1.61378,,,,,,,,,0,0
1784062800,1.6063,1.60691,1.60504,1.60601,1.6144419,1.61766,1.6095832,1.6201632,1.6241888,1.613744,,,,,,,,,0,0
1784077200,1.606,1.60691,1.60579,1.60674,1.6144419,1.61766,1.6092046,1.6201632,1.6244064,1.613744,,,,,,,,,0,0
1784091600,1.60678,1.6081,1.60478,1.60568,1.6106404,1.6136672,1.60478,1.6196435,1.6243778,1.613588,,,,,,,,,0,0
1784106000,1.6057,1.60639,1.60494,1.60606,1.60639,1.6127656000000001,1.6049088,1.6196435,1.624598,1.613588,,,,,,,,,0,0
1784120400,1.60608,1.60818,1.60572,1.60743,1.60639,1.6119928000000001,1.6049088,1.6196435,1.6250384,1.613588,,,,,,,,,0,0
