time,open,high,low,close,Wk POC,Wk VAH,Wk VAL,Mo POC,Mo VAH,Mo VAL,Active SL,Active TP2,Active TP1,Active TP3,Sell SL,Sell TP2,Sell TP1,Sell TP3,Bull Divergence,Bear Div Warning
1783962000,112.451,112.519,112.328,112.382,,,,112.42360500000001,112.76329,112.11706000000001,,,,,,,,,0,0
1783976400,112.399,112.428,112.281,112.352,112.4115,112.5018,112.2792,112.42360500000001,112.76329,112.13363000000001,,,,,,,,,0,0
1783990800,112.353,112.542,112.31,112.536,112.4115,112.5228,112.3086,112.42360500000001,112.76329,112.1502,,,,,,,,,0,0
1784005200,112.538,112.714,112.483,112.678,112.408565,112.54565,112.30515,112.42360500000001,112.76329,112.16677,,,,,,,,,0,0
1784019600,112.679,112.942,112.57,112.84,112.406705,112.56623,112.27554,112.43299,112.76339999999999,112.15616,,,,,,,,,0,0
1784034000,112.844,113.239,112.84,113.122,112.40905000000001,112.64546,112.27324,112.41621500000001,112.75991,112.09335,,,,,,,,,0,0
1784048400,113.123,113.174,113.07,113.172,112.40905000000001,112.65552000000001,112.25312000000001,112.41621500000001,112.75991,112.07252000000001,,,,,,,,,0,0
1784062800,113.167,113.248,113.07,113.224,112.41062500000001,112.67960000000001,112.233,112.42166,112.76684,112.07648,,,,,,,,,0,0
1784077200,113.224,113.346,113.116,113.284,112.40551500000001,112.7895,112.233,112.37145000000001,112.7547,112.03200000000001,,,,,,,,,0,0
1784091600,113.288,113.438,113.25,113.416,112.407725,112.8837,112.233,112.42251,112.7534,112.02316,,,,,,,,,0,0
1784106000,113.418,113.486,113.346,113.453,112.414685,112.99733,112.233,112.42585000000001,112.7637,111.99480000000001,,,,,,,,,0,0
1784120400,113.454,113.517,113.362,113.408,112.40634,113.11896,112.233,112.419135,112.78509,111.95874,,,,,,,,,0,0
1784134800,113.408,113.688,113.408,113.638,112.41487500000001,113.14965000000001,112.233,112.43466000000001,112.77648,111.91560000000001,,,,,,,,,0,0
1784149200,113.631,113.643,113.404,113.438,112.41487500000001,113.17875000000001,112.233,112.43466000000001,112.77648,111.89028,,,,,,,,,0,0
1784163600,113.442,113.536,113.276,113.451,112.41487500000001,113.22240000000001,112.233,112.43466000000001,112.77648,111.86496000000001,,,,,,,,,0,0
1784178000,113.453,113.498,113.376,113.477,112.41487500000001,113.2806,112.233,112.43466000000001,112.77648,111.81432000000001,,,,,,,,,0,0
1784192400,113.48,113.684,113.474,113.567,112.41487500000001,113.3388,112.233,112.43466000000001,112.8018,111.789,,,,,,,,,0,0
1784206800,113.57,113.882,113.568,113.637,113.477995,113.882,112.52982,112.42359,112.7916,111.7012,,,,,,,,,0,0
1784221200,113.634,113.644,113.544,113.619,113.477995,113.882,112.54631,112.42359,112.7916,111.67394,,,,,,,,,0,0
1784235600,113.591,113.694,113.526,113.672,113.477995,113.882,112.54631,112.42359,112.7916,111.64668,,,,,,,,,0,0
1784250000,113.673,113.718,113.282,113.352,113.477995,113.882,112.56280000000001,112.42359,112.7916,111.59216,,,,,,,,,0,0
1784264400,113.353,113.5,113.208,113.23,113.477995,113.882,112.57929,112.42359,112.7916,111.56490000000001,,,,,,,,,0,0
1784278800,113.232,113.298,113.106,113.19,113.477995,113.882,112.59578,112.42359,112.7916,111.51038000000001,,,,,,,,,0,0
1784293200,113.193,113.534,113.152,113.433,113.477995,113.882,112.62876,112.42359,112.7916,111.48312,112.4854369873316,115.32812602533683,114.38056301266842,116.27568903800524,,,,,0,0
1784307600,113.435,113.478,113.362,113.385,113.477995,113.882,112.64525,112.42359,112.7916,111.45586,112.4854369873316,115.32812602533683,114.38056301266842,116.27568903800524,,,,,0,1
1784494800,113.178,113.502,113.11,113.388,,,,112.42359,112.7916,111.4286,112.4854369873316,115.32812602533683,114.38056301266842,116.27568903800524,,,,,0,1
1784509200,113.388,113.639,113.382,113.588,,,,112.42359,112.7916,111.40134,112.4854369873316,115.32812602533683,114.38056301266842,116.27568903800524,,,,,0,1
1784523600,113.588,113.717,113.441,113.668,,,,112.42359,112.84612,111.37408,112.4854369873316,115.32812602533683,114.38056301266842,116.27568903800524,,,,,0,1
1784538000,113.667,113.872,113.61,113.768,,,,112.42359,112.92790000000001,111.37408,112.4854369873316,115.32812602533683,114.38056301266842,116.27568903800524,,,,,0,1
1784552400,113.767,114.013,113.748,113.822,,,,112.42736500000001,112.95591,111.27028,113.26473156735412,115.32812602533683,114.38056301266842,116.27568903800524,,,,,0,1
1784566800,113.822,113.832,113.709,113.734,,,,112.42736500000001,112.95591,111.18457000000001,113.26473156735412,115.32812602533683,114.38056301266842,116.27568903800524,,,,,0,1
1784581200,113.739,113.861,113.638,113.804,113.746615,113.87755,113.49829,112.42736500000001,113.04162000000001,111.18457000000001,113.26473156735412,115.32812602533683,114.38056301266842,116.27568903800524,,,,,0,1
1784595600,113.806,113.92,113.78,113.868,113.782735,113.9227,113.55247,112.42736500000001,113.09876,111.18457000000001,113.31679564631087,115.32812602533683,114.38056301266842,116.27568903800524,,,,,0,1
1784610000,113.868,114.25,113.862,114.241,113.7769,113.9308,113.509,112.40907,113.13616,111.18694,113.52038167157437,115.32812602533683,114.38056301266842,116.27568903800524,,,,,0,0
1784624400,114.242,114.298,114.13,114.174,113.78122,113.92972,113.44264,112.42851,113.16688,111.18742,113.58449726646191,115.32812602533683,114.38056301266842,116.27568903800524,,,,,0,0
1784638800,114.176,114.288,114.019,114.215,113.78122,114.001,113.43076,112.42851,113.16688,111.18742,113.58449726646191,115.32812602533683,114.38056301266842,116.27568903800524,,,,,0,0
1784653200,114.216,114.348,114.192,114.214,113.78471,114.01374,113.38236,112.41684000000001,113.19888,111.18792,113.64583182669419,115.32812602533683,114.38056301266842,116.27568903800524,,,,,0,0
1784667600,114.238,114.352,114.188,114.342,113.77447000000001,114.07876,113.37082,112.41842000000001,113.20144,111.18796,113.66484383907319,115.32812602533683,114.38056301266842,116.27568903800524,,,,,0,0
