time,open,high,low,close,Wk POC,Wk VAH,Wk VAL,Mo POC,Mo VAH,Mo VAL,Active SL,Active TP2,Active TP1,Active TP3,Sell SL,Sell TP2,Sell TP1,Sell TP3,Bull Divergence,Bear Div Warning
1783962000,1.13888,1.13908,1.13775,1.13804,,,,1.1430188,1.1446312,1.1402944,,,,,,,,,0,0
1783976400,1.13843,1.13896,1.13782,1.13848,1.13880865,1.1421895,1.1378183,1.1430188,1.1446312,1.1401832,,,,,,,,,0,0
1783990800,1.13846,1.13967,1.13846,1.13908,1.13880865,1.1419846,1.1378183,1.1430188,1.1446312,1.140072,,,,,,,,,0,0
1784005200,1.13908,1.1406,1.13842,1.13996,1.13880865,1.1415065,1.1378183,1.1430188,1.1446312,1.140072,,,,,,,,,0,0
1784019600,1.13996,1.14628,1.13898,1.1446,1.13898685,1.1421856,1.13775,1.1430188,1.1446312,1.1399607999999999,,,,,,,,,0,0
1784034000,1.1446,1.1459,1.14241,1.1432,1.13898685,1.1429533,1.13775,1.1430188,1.1446312,1.1399607999999999,,,,,,,,,0,0
1784048400,1.1432,1.14333,1.14162,1.14209,1.13898685,1.1429533,1.13775,1.1430188,1.1446312,1.140072,,,,,,,,,0,0
1784062800,1.14222,1.14343,1.14175,1.14331,1.13898685,1.1429533,1.13775,1.1430188,1.1446312,1.140072,,,,,,,,,0,0
1784077200,1.1433,1.14424,1.14324,1.14371,1.14325185,1.1459388,1.1398825000000001,1.1433524,1.1446312,1.140072,,,,,,,,,0,0
1784091600,1.1437,1.14438,1.14199,1.14244,1.14325185,1.1459388,1.1400531,1.1433524,1.1446312,1.140072,,,,,,,,,0,0
1784106000,1.14244,1.14302,1.1406,1.14284,1.14325185,1.1444034,1.1395413,1.1430188,1.1446312,1.1401832,,,,,,,,,0,0
1784120400,1.14286,1.14422,1.14237,1.14422,1.14325185,1.1444034,1.1397119,1.1430188,1.1446312,1.1402944,,,,,,,,,0,0
1784134800,1.14422,1.14824,1.1442,1.14636,1.14325725,1.1446734,1.1396382,1.1429939,1.144622,1.1401598,,,,,,,,,0,0
1784149200,1.14642,1.14746,1.14634,1.14739,1.14325725,1.1446734,1.1395333,1.1429939,1.144622,1.1400392,,,,,,,,,0,0
1784163600,1.14738,1.1474,1.14602,1.14663,1.14325725,1.1446734,1.1393235,1.1429939,1.144622,1.1400392,,,,,,,,,0,0
1784178000,1.14664,1.14764,1.14622,1.1466,1.14325725,1.1446734,1.1390088,1.1429939,1.144622,1.1399186,,,,,,,,,0,0
1784192400,1.1466,1.14706,1.1447,1.14476,1.14325725,1.1474008,1.1411068,1.1429939,1.1447425999999998,1.1399186,,,,,,,,,0,0
1784206800,1.14477,1.14592,1.14342,1.14348,1.14325725,1.1474008,1.1414215,1.1429939,1.1448631999999999,1.1400392,,,,,,,,,0,0
1784221200,1.14348,1.14444,1.1431,1.14431,1.14325725,1.1474008,1.1415264,1.1433556999999999,1.1448631999999999,1.1400392,,,,,,,,,0,0
1784235600,1.14412,1.14469,1.14411,1.14468,1.14325725,1.1474008,1.1415264,1.1433556999999999,1.1448631999999999,1.1400392,,,,,,,,,0,0
1784250000,1.14468,1.14482,1.14346,1.14362,1.14346705,1.1472959,1.1415264,1.1435969,1.1448631999999999,1.1400392,,,,,,,,,0,0
1784264400,1.1436,1.14522,1.14356,1.14412,1.14420135,1.1470860999999999,1.1415264,1.1435969,1.1448631999999999,1.1400392,,,,,,,,,0,0
1784278800,1.14411,1.14425,1.14246,1.14292,1.14420135,1.1469812,1.1415264,1.1435969,1.1448631999999999,1.1401598,,,,,,,,,0,0
1784293200,1.14291,1.14444,1.14244,1.14382,1.14420135,1.1467714,1.1415264,1.1435969,1.1448631999999999,1.1401598,,,,,,,,,0,0
1784307600,1.14383,1.14424,1.14334,1.14382,1.14420135,1.1466665,1.1415264,1.1435969,1.1448631999999999,1.1401598,,,,,,,,,0,0
1784494800,1.14268,1.14336,1.14239,1.14335,,,,1.1435969,1.1448631999999999,1.1402804,,,,,,,,,0,0
1784509200,1.14336,1.14451,1.14312,1.14444,,,,1.1435969,1.1448631999999999,1.1402804,,,,,,,,,0,0
1784523600,1.14444,1.14496,1.14341,1.1439,,,,1.1435969,1.1448631999999999,1.1402804,,,,,,,,,0,0
1784538000,1.1439,1.14406,1.1417,1.14238,,,,1.1435969,1.1448631999999999,1.1402804,,,,,,,,,0,0
1784552400,1.1424,1.14247,1.14025,1.14116,,,,1.1435969,1.1448631999999999,1.140401,,,,,,,,,0,0
1784566800,1.14116,1.14188,1.14113,1.14138,,,,1.1435969,1.1448631999999999,1.140401,,,,,,,,,0,0
1784581200,1.14148,1.14184,1.14102,1.14132,1.14168655,1.1437825,1.1410036,1.1435969,1.1448631999999999,1.140401,,,,,,,,,0,0
1784595600,1.14133,1.1418,1.1409,1.14179,1.14168655,1.1435941,1.1408623,1.1435969,1.1448631999999999,1.140401,,,,,,,,,0,0
1784610000,1.1418,1.14276,1.14158,1.14212,1.14168655,1.1434528,1.1408623,1.1435969,1.1448631999999999,1.140401,,,,,,,,,0,0
1784624400,1.14211,1.14287,1.14132,1.14172,1.14168655,1.1432172999999999,1.1408623,1.1435969,1.1448631999999999,1.1405216,,,,,,,,,0,0
1784638800,1.14174,1.14196,1.14026,1.14081,1.14168655,1.1428876,1.1405326,1.1435969,1.1448631999999999,1.1405216,,,,,,,,,0,0
1784653200,1.14082,1.14106,1.13974,1.1398,1.1416975,1.1427676,1.1403142,1.1435969,1.1447425999999998,1.140401,,,,,,,,,0,0
1784667600,1.13988,1.14072,1.13982,1.1404,1.1416975,1.1427676,1.1402619999999999,1.1435969,1.1447425999999998,1.140401,,,,,,,,,0,0
1784682000,1.1404,1.141,1.13988,1.14084,1.1416975,1.1427676,1.1402619999999999,1.1435969,1.1447425999999998,1.140401,,,,,,,,,0,0
